number	created_at	merged_at	state	title	user	time_to_merge
162	2020-11-05 09:16:49+00:00	2020-11-06 20:45:00+00:00	closed	make unwarping independent of space option & make QA run in all cases	Remi-Gau	1
155	2020-11-01 09:01:16+00:00	2021-09-10 12:01:30+00:00	closed	prepare binder and basic jupyter notebook	Remi-Gau	90
152	2020-11-01 05:55:07+00:00	2020-11-01 05:55:15+00:00	closed	[FIX] fix typo in copyright	Remi-Gau	0
149	2020-10-31 21:32:05+00:00	2020-10-31 23:50:27+00:00	closed	[FIX] update demos	Remi-Gau	0
148	2020-10-31 20:17:48+00:00	2020-10-31 20:34:29+00:00	closed	[FIX] skip set up graphic window when in command line mode 	Remi-Gau	0
145	2020-10-31 19:28:10+00:00	2020-11-01 06:06:15+00:00	closed	release candidate v0.1.0	Remi-Gau	0
143	2020-10-30 10:19:01+00:00	2020-10-30 11:31:21+00:00	closed	[ENH] add skull stripping workflow	Remi-Gau	0
142	2020-10-30 09:16:22+00:00	2020-10-30 09:16:47+00:00	closed	[DOC] update documentation	Remi-Gau	0
140	2020-10-28 16:51:13+00:00	2020-10-28 16:52:43+00:00	closed	[DOC] Rough transfer of most of the doc to sphinx and read the docs	Remi-Gau	0
138	2020-10-26 15:36:51+00:00	2020-10-26 15:37:06+00:00	closed	update DOC	Remi-Gau	0
137	2020-10-26 11:38:22+00:00	2020-10-26 11:38:33+00:00	closed	reorganize files and folders	Remi-Gau	0
132	2020-10-25 08:55:33+00:00	2020-10-31 16:09:45+00:00	closed	[ENH] set up fieldmap workflow	Remi-Gau	6
131	2020-10-24 20:41:15+00:00	2020-10-24 21:14:15+00:00	closed	add test set subject GLM	Remi-Gau	0
127	2020-10-22 20:24:20+00:00	2020-10-22 23:15:33+00:00	closed	change T1w to individual denomination for native space analysis	Remi-Gau	0
126	2020-10-22 16:11:50+00:00	2020-10-22 17:43:01+00:00	closed	set up pipeline with realign and unwarp in native space	Remi-Gau	0
121	2020-10-20 15:34:56+00:00	2020-10-22 06:08:23+00:00	closed	refactor coregistration and select anat	Remi-Gau	1
120	2020-10-20 05:11:38+00:00	2020-10-20 11:48:54+00:00	closed	reorganize options loading and checking	Remi-Gau	0
119	2020-10-19 20:58:17+00:00	2020-10-31 18:15:04+00:00	closed	[ENH] launch graphic windows and save output to func directory	Remi-Gau	11
118	2020-10-19 14:39:26+00:00	2020-10-19 18:32:14+00:00	closed	add realign and unwarp batch	Remi-Gau	0
117	2020-10-18 16:41:32+00:00	2020-10-18 17:30:08+00:00	closed	save coregistration matrix	Remi-Gau	0
116	2020-10-13 14:51:24+00:00	2020-10-26 14:15:26+00:00	closed	set up automatic documentation with sphinx	Remi-Gau	12
115	2020-10-13 14:29:24+00:00	2020-10-13 14:29:38+00:00	closed	update doc config	Remi-Gau	0
114	2020-10-13 14:18:19+00:00	2020-10-13 14:18:30+00:00	closed	test doc using sphinx	Remi-Gau	0
105	2020-10-02 15:19:54+00:00	2020-10-06 04:24:35+00:00	closed	fix system cp flags problem on macs	marcobarilari	3
98	2020-09-27 16:08:42+00:00	2020-10-24 19:54:12+00:00	closed	quality analysis after pre-processing	Remi-Gau	27
95	2020-09-27 11:10:20+00:00	2020-09-27 15:37:33+00:00	closed	add possibility to choose derivative dir	Remi-Gau	0
92	2020-09-26 18:20:41+00:00	2020-09-26 20:49:11+00:00	closed	fix realign batch	Remi-Gau	0
89	2020-09-24 18:49:54+00:00	2020-09-24 19:30:45+00:00	closed	make CI scripts run in parallel	Remi-Gau	0
88	2020-09-24 14:48:29+00:00	2020-09-24 15:55:40+00:00	closed	add CI for dead links and markdown linter	Remi-Gau	0
86	2020-09-18 15:02:39+00:00	2020-09-18 21:45:56+00:00	closed	updates from highres analysis	Remi-Gau	0
80	2020-09-05 11:03:45+00:00	2020-09-06 21:09:18+00:00	closed	[WIP] high-res pipeline	Remi-Gau	1
79	2020-09-05 08:25:12+00:00	2020-09-05 09:43:37+00:00	closed	major refactoring reporting for duty	Remi-Gau	0
76	2020-09-04 16:42:26+00:00	2020-09-04 20:58:18+00:00	closed	fix linter and use Mox unit for testing	Remi-Gau	0
75	2020-09-03 17:37:53+00:00	2020-09-03 17:45:04+00:00	closed	reorganize and set up MH linter	Remi-Gau	0
71	2020-05-14 17:12:45+00:00	2020-05-14 17:12:51+00:00	closed	add octave in dependencies	Remi-Gau	0
69	2020-03-15 16:09:32+00:00	2020-03-16 17:39:19+00:00	closed	allow getData to query only anatomical data	Remi-Gau	1
63	2019-11-29 07:12:01+00:00	2019-11-29 07:12:09+00:00	closed	update print credit	Remi-Gau	0
62	2019-11-29 07:07:29+00:00	2019-11-29 07:07:42+00:00	closed	update DOI	Remi-Gau	0
61	2019-11-29 07:03:08+00:00	2019-11-29 07:03:51+00:00	closed	update DOI badge	Remi-Gau	0
60	2019-11-26 18:29:09+00:00	2019-11-28 08:11:46+00:00	closed	fix RFX issues and add credits	Remi-Gau	1
58	2019-11-26 15:15:47+00:00	2019-11-26 15:15:56+00:00	closed	Create LICENSE	Remi-Gau	0
56	2019-11-24 09:12:06+00:00	2019-11-24 16:23:33+00:00	closed	fix problem when task JSON file is missing from root folder	Remi-Gau	0
55	2019-11-12 23:39:35+00:00	2019-11-13 18:58:52+00:00	closed	BIDS results	Remi-Gau	0
51	2019-11-01 06:14:56+00:00	2019-11-03 14:49:32+00:00	closed	[WIP] constrast specification + uni and multivaraite issues + remove dummies	Remi-Gau	2
45	2019-10-28 05:51:30+00:00	2019-10-28 05:51:42+00:00	closed	fix some details in getData to pass tests and make octave compatible	Remi-Gau	0
43	2019-10-27 08:40:23+00:00	2019-10-28 05:22:32+00:00	closed	fix indexing issue in getData	Remi-Gau	0
40	2019-10-17 10:24:50+00:00	2019-10-17 10:27:34+00:00	closed	docs: add OliColli as a contributor	allcontributors[bot]	0
39	2019-10-17 10:18:29+00:00	2019-10-17 10:22:43+00:00	closed	docs: add anege as a contributor	allcontributors[bot]	0
38	2019-10-17 10:13:20+00:00	2019-10-17 10:15:30+00:00	closed	docs: add mohmdrezk as a contributor	allcontributors[bot]	0
36	2019-10-17 10:03:13+00:00	2019-10-17 10:08:40+00:00	closed	docs: add marcobarilari as a contributor	allcontributors[bot]	0
30	2019-10-17 09:42:03+00:00	2019-10-17 09:50:31+00:00	closed	docs: add Remi-Gau as a contributor	allcontributors[bot]	0
28	2019-10-17 05:06:09+00:00	2019-10-17 09:50:05+00:00	closed	Add another test to getData and improve README	Remi-Gau	0
27	2019-10-15 15:20:11+00:00	2019-10-16 08:04:06+00:00	closed	edit info about step1: 'Remove Dummy Scans'	marcobarilari	0
24	2019-10-10 15:13:12+00:00	2019-10-17 09:54:52+00:00	closed	update doc	Remi-Gau	6
23	2019-10-10 13:49:13+00:00	2019-10-15 10:36:36+00:00	closed	- fix getData issue when there are multiple groups	mohmdrezk	4
19	2019-10-02 10:57:56+00:00	2019-10-08 10:24:48+00:00	closed	Ane getsessions merge	anege	5
17	2019-10-01 16:35:14+00:00	2019-10-02 15:01:25+00:00	closed	Complete boiler plate methods section of the README	Remi-Gau	0
16	2019-10-01 14:42:41+00:00	2019-10-02 12:52:37+00:00	closed	Dockerfile and option defaults	Remi-Gau	0
13	2019-09-30 14:56:08+00:00	2019-10-01 05:27:03+00:00	closed	Containerization of the pipeline with docker and octave	Remi-Gau	0
12	2019-09-29 20:05:52+00:00	2019-09-30 16:52:10+00:00	closed	fix crash on batch_download_run	Remi-Gau	0
10	2019-09-24 13:55:30+00:00	2019-09-30 11:16:19+00:00	closed	Initial preparartion for Workshop scripts for Motion dataset	mohmdrezk	5
8	2019-09-23 14:51:57+00:00	2019-09-23 15:41:44+00:00	closed	delete extra getOptions	Remi-Gau	0
2	2019-09-13 10:08:31+00:00	2019-09-17 19:03:49+00:00	closed	Big PR to fix previous PR, update FFX and RFX	Remi-Gau	4
1	2019-09-13 09:33:55+00:00	2019-09-13 09:34:14+00:00	closed	Split into 3 repos	Remi-Gau	0
